id,username,created_at,lng,lat,text
1523773436136361984,HumblForTheWin,Mon May 09 21:14:32 +0000 2022,-79.861034,35.1704985,$AMC
1523773435536543749,swisd_finearts,Mon May 09 21:14:32 +0000 2022,-100.0768885,31.1688935,Just a reminder this Friday is our secondary art show -with a special performance by the Southwest Mariachi’s Los D… https://t.co/OY4Ii4BIua
1523773437042249730,dmc_cotie,Mon May 09 21:14:32 +0000 2022,-73.9685415,40.780709,@sfurey1511 @lno09281978 Ha!
1523773437126144002,wjesse777,Mon May 09 21:14:32 +0000 2022,-76.07403500000001,42.118615,@Izabella_D_ @Master_Splintz @RusEmbIran @mfa_russia Sick.
1523773437118132224,enriquee2199,Mon May 09 21:14:32 +0000 2022,-100.482749,25.5835005,Ando en el Parque fundidora quien me penetra?@EncuentroGayMty https://t.co/CFWxpOlpY5
1523773438560641024,6lackceo,Mon May 09 21:14:32 +0000 2022,-95.44648649999999,29.838495,He put his gawd damn mind
1523773439957368832,ManDeezy11,Mon May 09 21:14:33 +0000 2022,-73.9685415,40.780709,@LaceyEvil999 And Very Gorgeous Goddess!
1523773439919730688,RevelRealty,Mon May 09 21:14:33 +0000 2022,-79.1065138,43.1399021,We are looking for a buyer on 6431 Rockcliffe Avenue #NiagaraFalls #ON  #realestate https://t.co/BtvySnJXfr https://t.co/2MIUq5tALL
1523773440297439234,dopahontas_,Mon May 09 21:14:33 +0000 2022,-83.804475,27.698681999999998,When a nigga toss you around like Pardi did Megan&gt;&gt;&gt;&gt;&gt;
1523773439752155139,AAlglop,Mon May 09 21:14:33 +0000 2022,-76.593943,24.074967,很快你们就会听到习近平逝世的消息， 真主会毁灭他，Imam Nasser Mohammed Al-Yamani伊历1443年9月16日公历2022年4月17日（麦加时间） 下午02:52… https://t.co/9wfEvXNiX6
1523773440578433024,xtcwitoute,Mon May 09 21:14:33 +0000 2022,-86.27053950000001,45.001180000000005,@bella_stephan16 @StreamersAll @RTSmallStreams_ @Streamboosts @SmallStreamersR @promo_streams @SpideyRTs @BlazedRTs https://t.co/dCUJWcNpkb
1523773441546940416,TMainesDOTcom,Mon May 09 21:14:33 +0000 2022,-95.44648649999999,29.838495,@girl_IKYL 😭😭😭😭😭😭
1523773441803194368,Natey_Light17,Mon May 09 21:14:33 +0000 2022,-97.754724,30.323345500000002,Pour one out for the loaded grillers at Taco Bell. Gone far too soon. Rest easy 🙏🏽
1523773441219784705,lambas70,Mon May 09 21:14:33 +0000 2022,-90.9149645,30.4635645,My Stormi and my granddaughter Alexa! https://t.co/cndnPYgajo
1523773443119886337,RagincajunBill,Mon May 09 21:14:33 +0000 2022,-83.804475,27.698681999999998,@camarobyron 👊👊👊
